cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_h,effect_value
10099748,Lead(II) nitrate,INVERT,Moina macrocopa,NA,A,LC50,24,1.12
10099748,Lead(II) nitrate,INVERT,Pandalus montagui,NA,A,LC50,48,375
10099748,Lead(II) nitrate,FISH,Nemacheilus botia,NA,A,LC50,96,550
10099748,Lead(II) nitrate,FISH,Nemacheilus botia,NA,A,LC50,72,600
10099748,Lead(II) nitrate,FISH,Nemacheilus botia,NA,A,LC50,48,620
10099748,Lead(II) nitrate,INVERT,Cypris sp,NA,A,LC50,48,4.3
10099748,Lead(II) nitrate,INVERT,Daphnia sp,NA,A,LC50,48,7.8
10099748,Lead(II) nitrate,INVERT,Daphnia sp,NA,A,LC50,24,8.6
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,96,0.17
10099748,Lead(II) nitrate,FISH,Cyprinus carpio,NA,A,LC50,48,0.24
10099748,Lead(II) nitrate,FISH,Tilapia aurea,NA,A,LC50,72,305
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.012
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.036
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.038
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,96,1625
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,48,1650
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,72,1630
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,96,1630
10099748,Lead(II) nitrate,FISH,Poecilia reticulata,NA,A,LC50,72,1640
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,2.3
10099748,Lead(II) nitrate,INVERT,Moina macrocopa,NA,A,LC50,96,13
10099748,Lead(II) nitrate,INVERT,Daphnia carinata,NA,A,LC50,48,5.5
10099748,Lead(II) nitrate,INVERT,Daphnia carinata,NA,A,LC50,96,1.7
10099748,Lead(II) nitrate,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,96,0.124
10099748,Lead(II) nitrate,FISH,Pimephales promelas,NA,A,LC50,96,2.1
10099748,Lead(II) nitrate,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.248
10099748,Lead(II) nitrate,FISH,Tilapia hornorum,NA,A,LC50,72,202
10099748,Lead(II) nitrate,FISH,Chelon labrosus,NA,A,LC50,96,4.5
10099748,Lead(II) nitrate,FISH,Oryzias latipes,NA,A,LC50,48,205
10099748,Lead(II) nitrate,FISH,Oryzias latipes,NA,A,LC50,48,300
10099748,Lead(II) nitrate,FISH,Oryzias latipes,NA,A,LC50,48,340
10099748,Lead(II) nitrate,FISH,Lepomis macrochirus,NA,A,LC50,96,6.3
10099748,Lead(II) nitrate,FISH,Lepomis macrochirus,NA,A,LC50,48,6.3
10099748,Lead(II) nitrate,INVERT,Egeria radiata,NA,A,LC50,48,219
10099748,Lead(II) nitrate,INVERT,Austropotamobius pallipes,NA,A,LC50,96,0.42
10099748,Lead(II) nitrate,FISH,Gambusia affinis,NA,A,LC50,48,240
10099748,Lead(II) nitrate,FISH,Gambusia affinis,NA,A,LC50,96,240
10099748,Lead(II) nitrate,INVERT,Caenorhabditis elegans,NA,A,LC50,96,0.06
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.095
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,0.894
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,2.3
10099748,Lead(II) nitrate,FISH,Atheriniformes,NA,A,LC50,48,2.1
10099748,Lead(II) nitrate,INVERT,Chironomus tentans,NA,A,LC50,48,50.8
10099748,Lead(II) nitrate,FISH,Craterocephalus marjoriae,NA,A,LC50,96,0.18
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,A,LC50,48,2.3
10099748,Lead(II) nitrate,INVERT,Macrobrachium sp,NA,A,LC50,96,0.5
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,C,NOEC,504,0.5
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,C,NOEC,504,0.5
10099748,Lead(II) nitrate,INVERT,Daphnia magna,NA,C,NOEC,504,0.75
10099748,Lead(II) nitrate,INVERT,Daphnia similis,NA,C,NOEC,504,0.5
10099748,Lead(II) nitrate,INVERT,Daphnia similis,NA,C,NOEC,504,0.625
10099748,Lead(II) nitrate,ALGAE,Ulva pertusa,NA,C,NOEC,NA,0.5
121755,Malathion,INVERT,Pila globosa,NA,A,LC50,96,10
121755,Malathion,FISH,Ictalurus furcatus,NA,A,LC50,96,17
121755,Malathion,FISH,Oreochromis niloticus,NA,A,LC50,96,1.06
121755,Malathion,INVERT,Culex quinquefasciatus,NA,A,LC50,24,0.076
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,10.21
121755,Malathion,FISH,Barilius vagra,NA,A,LC50,96,7.39
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,12.8
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,13.8
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,10.2
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,10.4
121755,Malathion,FISH,Barilius vagra,NA,A,LC50,96,7.66
121755,Malathion,FISH,Barilius vagra,NA,A,LC50,96,7.39
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,720,1.4
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,72,0.9
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,96,0.75
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,48,1
121755,Malathion,INVERT,Goeldichironomus holoprasinus,NA,A,LC50,24,0.028
121755,Malathion,INVERT,Glyptotendipes paripes,NA,A,LC50,48,0.004
121755,Malathion,INVERT,Chironomus decorus,NA,A,LC50,24,0.032
121755,Malathion,INVERT,Tanytarsus sp,NA,A,LC50,24,0.032
121755,Malathion,INVERT,Chironomus crassicaudatus,NA,A,LC50,24,0.056
121755,Malathion,INVERT,Aedes albopictus,NA,A,LC50,24,0.379
121755,Malathion,INVERT,Chironomus sp,NA,A,LC50,48,0.0098
121755,Malathion,INVERT,Tanytarsus sp,NA,A,LC50,24,0.044
121755,Malathion,INVERT,Cricotopus sp,NA,A,LC50,24,0.08
121755,Malathion,INVERT,Chironomus utahensis,NA,A,LC50,24,0.003
121755,Malathion,INVERT,Procladius sp,NA,A,LC50,24,0.005
121755,Malathion,INVERT,Cricotopus sp,NA,A,LC50,24,0.025
121755,Malathion,INVERT,Chironomus decorus,NA,A,LC50,24,0.029
121755,Malathion,INVERT,Chironomus utahensis,NA,A,LC50,24,0.005
121755,Malathion,INVERT,Procladius sp,NA,A,LC50,24,0.043
121755,Malathion,INVERT,Cricotopus sp,NA,A,LC50,24,0.03
121755,Malathion,INVERT,Chironomus decorus,NA,A,LC50,24,0.07
121755,Malathion,INVERT,Dicrotendipes californicus,NA,A,LC50,24,0.08
121755,Malathion,FISH,Channa punctatus,NA,A,LC50,96,0.92
121755,Malathion,FISH,Channa punctata,NA,A,LC50,72,1.2
121755,Malathion,FISH,Channa punctata,NA,A,LC50,96,0.92
121755,Malathion,FISH,Channa punctata,NA,A,LC50,48,1.31
121755,Malathion,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.00212
121755,Malathion,FISH,Danio rerio,NA,A,LC50,96,0.105
121755,Malathion,FISH,Danio rerio,NA,A,LC50,144,0.05
121755,Malathion,FISH,Danio rerio,NA,A,LC50,120,0.105
121755,Malathion,FISH,Danio rerio,NA,A,LC50,168,0.035
121755,Malathion,FISH,Danio rerio,NA,A,LC50,96,0.155
121755,Malathion,FISH,Danio rerio,NA,A,LC50,72,0.165
121755,Malathion,FISH,Leucaspius delineatus,NA,A,LC50,48,7.64
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,48,0.009
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,24,0.012
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,96,9.65
121755,Malathion,FISH,Puntius sophore,NA,A,LC50,48,3.5
121755,Malathion,FISH,Puntius sophore,NA,A,LC50,96,3.2
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,3.15
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,72,4.25
121755,Malathion,FISH,Cirrhinus mrigala,NA,A,LC50,96,2.25
121755,Malathion,FISH,Gibelion catla,NA,A,LC50,72,2.35
121755,Malathion,FISH,Cirrhinus mrigala,NA,A,LC50,72,2.52
121755,Malathion,FISH,Gibelion catla,NA,A,LC50,48,3.3
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,48,4.65
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,96,4.98
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,48,6.32
121755,Malathion,FISH,Labeo rohita,NA,A,LC50,72,6.32
121755,Malathion,FISH,Cirrhinus mrigala,NA,A,LC50,48,6.35
121755,Malathion,INVERT,Penaeus duorarum,NA,A,LC50,96,0.0125
121755,Malathion,FISH,Tilapia sp,NA,A,LC50,96,0.046
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,24,0.00409
121755,Malathion,FISH,Tilapia mossambica,NA,A,LC50,96,0.367
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,48,0.367
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,48,0.367
121755,Malathion,FISH,Oryzias latipes,NA,C,NOEL,336,0.2
121755,Malathion,INVERT,Aedes aegypti,NA,A,LC50,96,0.0779
121755,Malathion,FISH,Umbra pygmaea,NA,A,LC50,96,0.24
121755,Malathion,FISH,Gila elegans,NA,A,LC50,96,1.53
121755,Malathion,FISH,Ptychocheilus lucius,NA,C,NOEC,504,1.68
121755,Malathion,FISH,Gila elegans,NA,C,NOEC,768,2
121755,Malathion,FISH,Ptychocheilus lucius,NA,A,LC50,96,9.14
121755,Malathion,FISH,Ptychocheilus lucius,NA,C,NOEC,768,1.68
121755,Malathion,FISH,Ptychocheilus lucius,NA,C,NOEC,768,1.68
121755,Malathion,FISH,Gila elegans,NA,A,LC50,96,15.3
121755,Malathion,FISH,Gila elegans,NA,C,NOEC,768,2
121755,Malathion,FISH,Barbus ticto,NA,A,LC50,96,0.0089
121755,Malathion,FISH,Barbus ticto,NA,A,LC50,48,0.013
121755,Malathion,FISH,Barbus ticto,NA,A,LC50,72,0.013
121755,Malathion,FISH,Clarias batrachus,NA,A,LC50,72,0.049
121755,Malathion,FISH,Clarias batrachus,NA,A,LC50,48,0.052
121755,Malathion,FISH,Clarias batrachus,NA,A,LC50,96,0.047
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEL,504,5.7e-4
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEL,504,2.4e-4
121755,Malathion,FISH,Carassius auratus,NA,C,NOEC,336,0.1
121755,Malathion,FISH,Carassius auratus,NA,C,NOEC,336,0.28
121755,Malathion,FISH,Carassius auratus,NA,A,LC50,96,2.61
121755,Malathion,FISH,Carassius auratus,NA,A,LC50,96,3.15
121755,Malathion,INVERT,Culex quinquefasciatus,NA,A,LC50,24,0.148
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,26.4,8.81e-4
121755,Malathion,INVERT,Daphnia sp,NA,A,LD50,48,3
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,48,0.0028
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,24,1.78e-5
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,24,4.79e-5
121755,Malathion,FISH,Gambusia affinis,NA,A,LC50,96,0.3
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,24,0.00235
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,96,10
121755,Malathion,FISH,Lepomis macrochirus,NA,A,LC50,96,0.12
121755,Malathion,FISH,Anabas testudineus,NA,A,LC50,96,11.8
121755,Malathion,FISH,Heteropneustes fossilis,NA,A,LC50,96,30
121755,Malathion,FISH,Mystus tengara,NA,A,LC50,96,8
121755,Malathion,FISH,Channa punctatus,NA,A,LC50,96,0.874
121755,Malathion,FISH,Channa punctata,NA,A,LC50,96,0.874
121755,Malathion,INVERT,Lymnaea acuminata,NA,A,LC50,96,0.0169
121755,Malathion,INVERT,Thiara lineata,NA,A,LC50,48,0.0311
121755,Malathion,INVERT,Thiara scabra,NA,A,LC50,48,0.0374
121755,Malathion,FISH,Poecilia reticulata,NA,A,LC50,96,1.05
121755,Malathion,INVERT,Culex pipiens,NA,A,LC50,24,0.046
121755,Malathion,INVERT,Anopheles stephensi,NA,A,LC50,48,0.004
121755,Malathion,FISH,Channa striata,NA,A,LC30,96,0.35
121755,Malathion,INVERT,Aedes triseriatus,NA,A,LC50,24,0.043
121755,Malathion,INVERT,Aedes hendersoni,NA,A,LC50,48,0.066
121755,Malathion,INVERT,Aedes atropalpus,NA,A,LC50,24,0.172
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,96,52.2
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,72,52.2
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,48,57.3
121755,Malathion,FISH,Danio rerio,NA,A,NOEL,72,2
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.068
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,EC50,48,0.079
121755,Malathion,FISH,Lepomis macrochirus,NA,A,EC50,48,0.086
121755,Malathion,FISH,Ictalurus punctatus,NA,A,EC50,48,8.9
121755,Malathion,INVERT,Daphnia pulex,NA,A,EC50,48,0.002
121755,Malathion,INVERT,Simocephalus serrulatus,NA,A,EC50,48,0.003
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.07
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.079
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.11
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.12
121755,Malathion,INVERT,Penaeus duorarum,NA,A,LC50,96,0.012
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,9e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,26.4,9e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,26.4,0.004
121755,Malathion,FISH,Gambusia affinis,NA,A,LC50,96,1.061
121755,Malathion,FISH,Gambusia affinis,NA,A,LC50,48,1.06
121755,Malathion,INVERT,Culex quinquefasciatus,NA,A,LC50,24,0.0384
121755,Malathion,INVERT,Limnodrilus hoffmeisteri,NA,A,EC50,96,16
121755,Malathion,INVERT,Brachionus calyciflorus,NA,A,EC50,48,1.95
121755,Malathion,INVERT,Brachionus calyciflorus,NA,A,EC50,24,2.66
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,72,7.6
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,96,7.6
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,72,7.65
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,48,7.85
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,96,6.95
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,96,7.05
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,72,7.3
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,96,7.35
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,72,7.9
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,48,7.95
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,48,8
121755,Malathion,FISH,Channa orientalis,NA,A,LC50,48,8.1
121755,Malathion,FISH,Clarias batrachus,NA,A,LC50,96,448
121755,Malathion,FISH,Poecilia reticulata,NA,A,LC50,168,0.819
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEC,504,3e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.0017
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEC,504,1.5e-4
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEC,504,3e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.0016
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.0017
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.0021
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.0022
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.115
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.161
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,72,6.61
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,72,5.14
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,48,5.48
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,72,5.48
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,48,5.84
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,72,7.37
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,48,8.52
121755,Malathion,FISH,Oreochromis mossambicus,NA,A,LC50,48,8.69
121755,Malathion,FISH,Heteropneustes fossilis,NA,A,LC50,96,11.798
121755,Malathion,FISH,Heteropneustes fossilis,NA,A,LC50,48,14.5
121755,Malathion,FISH,Heteropneustes fossilis,NA,A,LC50,96,11.8
121755,Malathion,FISH,Morone saxatilis,NA,A,EC50,96,0.06
121755,Malathion,FISH,Ictalurus melas,NA,A,EC50,96,11.7
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,EC50,96,0.004
121755,Malathion,FISH,Lepomis macrochirus,NA,A,EC50,96,0.02
121755,Malathion,FISH,Micropterus salmoides,NA,A,EC50,96,0.25
121755,Malathion,FISH,Lepomis cyanellus,NA,A,EC50,96,1.46
121755,Malathion,FISH,Oncorhynchus clarkii,NA,A,EC50,96,1.74
121755,Malathion,FISH,Tilapia mossambica,NA,A,EC50,96,2
121755,Malathion,FISH,Ictalurus punctatus,NA,A,EC50,96,7.62
121755,Malathion,INVERT,Simocephalus serrulatus,NA,A,EC50,48,5.9e-4
121755,Malathion,FISH,Fundulus similis,NA,A,EC50,96,0.15
121755,Malathion,FISH,Leiostomus xanthurus,NA,A,EC50,96,0.32
121755,Malathion,FISH,Mugil cephalus,NA,A,EC50,96,0.33
121755,Malathion,INVERT,Penaeus duorarum,NA,A,EC50,96,0.28
121755,Malathion,FISH,Cyprinodon variegatus,NA,A,EC50,96,0.033
121755,Malathion,INVERT,Americamysis bahia,NA,A,EC50,96,0.0022
121755,Malathion,FISH,Cyprinodon variegatus,NA,A,EC50,96,0.055
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,EC50,96,0.044
121755,Malathion,FISH,Oncorhynchus mykiss,NA,C,NOEC,2160,0.002
121755,Malathion,INVERT,Daphnia magna,NA,C,NOEC,504,6e-5
121755,Malathion,AMPHIB,Pseudacris triseriata,NA,A,EC50,96,0.2
121755,Malathion,FISH,Lepomis macrochirus,NA,A,LC50,96,0.089
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,96,10.1
121755,Malathion,FISH,Lepomis macrochirus,NA,A,LC50,96,0.131
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,96,10.8
121755,Malathion,ALGAE,Anabaena variabilis,NA,C,NOEC,480,25
121755,Malathion,INVERT,Palaemonetes vulgaris,NA,A,LC50,96,0.082
121755,Malathion,INVERT,Pagurus longicarpus,NA,A,LC50,96,0.083
121755,Malathion,INVERT,Crangon septemspinosa,NA,A,LC50,96,0.033
121755,Malathion,FISH,Fundulus heteroclitus,NA,A,LC50,96,0.08
121755,Malathion,FISH,Anguilla rostrata,NA,A,LC50,96,0.082
121755,Malathion,FISH,Thalassoma bifasciatum,NA,A,LC50,96,0.027
121755,Malathion,FISH,Menidia menidia,NA,A,LC50,96,0.125
121755,Malathion,FISH,Fundulus majalis,NA,A,LC50,96,0.25
121755,Malathion,FISH,Mugil cephalus,NA,A,LC50,96,0.55
121755,Malathion,FISH,Fundulus heteroclitus,NA,A,LC50,96,0.07
121755,Malathion,INVERT,Notonecta undulata,NA,A,LC50,96,0.08
121755,Malathion,INVERT,Lestes congener,NA,A,LC50,96,0.3
121755,Malathion,INVERT,Peltodytes sp,NA,A,LC50,96,1
121755,Malathion,INVERT,Brachionus calyciflorus,NA,A,LC50,24,33.72
121755,Malathion,INVERT,Brachionus calyciflorus,NA,A,LC50,24,33.7
121755,Malathion,INVERT,Chironomus riparius,NA,A,EC50,24,0.00412
121755,Malathion,INVERT,Ceriodaphnia dubia,NA,A,EC50,48,5e-4
121755,Malathion,INVERT,Ceriodaphnia dubia,NA,A,EC50,24,0.0014
121755,Malathion,INVERT,Ceriodaphnia dubia,NA,A,EC50,48,0.0014
121755,Malathion,INVERT,Ceriodaphnia dubia,NA,A,EC50,24,0.0015
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,26.4,9e-4
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.012
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.064
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.1
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.016
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.025
121755,Malathion,FISH,Morone saxatilis,NA,A,LC50,96,0.066
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,48,2.7e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,24,2.7e-4
121755,Malathion,FISH,Perca fluviatilis,NA,A,LD50,48,0.12
121755,Malathion,FISH,Rutilus rutilus,NA,A,LD50,48,4.1
121755,Malathion,FISH,Cyprinus carpio,NA,A,LD50,48,7.5
121755,Malathion,INVERT,Gammarus lacustris,NA,A,LC50,96,0.00162
121755,Malathion,INVERT,Hesperoperla pacifica,NA,A,LC50,96,0.007
121755,Malathion,INVERT,Hydropsyche californica,NA,A,LC50,96,0.0225
121755,Malathion,INVERT,Pteronarcys californica,NA,A,LC50,96,0.05
121755,Malathion,INVERT,Drunella grandis,NA,A,LC50,96,0.1
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,96,14.1
121755,Malathion,FISH,Nemacheilus angorae,NA,A,LC50,96,3.02
121755,Malathion,FISH,Notopterus notopterus,NA,A,LC50,96,0.077
121755,Malathion,FISH,Channa punctatus,NA,A,LC50,96,3.89
121755,Malathion,FISH,Channa punctata,NA,A,LC50,96,3.89
121755,Malathion,FISH,Channa punctata,NA,A,LC50,48,6.59
121755,Malathion,FISH,Channa punctata,NA,A,LC50,96,4.51
121755,Malathion,FISH,Channa punctata,NA,A,LC50,72,5.1
121755,Malathion,FISH,Channa punctata,NA,A,LC50,72,5.94
121755,Malathion,FISH,Channa punctata,NA,A,LC50,48,8.21
121755,Malathion,INVERT,Anopheles coustani,NA,A,LC50,48,0.2
121755,Malathion,INVERT,Culex sp,NA,A,LC50,24,0.21
121755,Malathion,FISH,Cyprinodon variegatus,NA,C,NOEC,672,0.009
121755,Malathion,FISH,Cyprinodon variegatus,NA,C,NOEC,672,0.018
121755,Malathion,FISH,Gambusia affinis,NA,A,LC50,96,2
121755,Malathion,FISH,Cyprinodon variegatus,NA,A,LC50,96,0.051
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,48,18.6
121755,Malathion,FISH,Oreochromis niloticus,NA,A,LC50,96,1.98
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,16.6
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,72,17.4
121755,Malathion,FISH,Oreochromis niloticus,NA,A,LC50,72,2.25
121755,Malathion,FISH,Oreochromis niloticus,NA,A,LC50,48,2.59
121755,Malathion,INVERT,Anopheles albimanus,NA,A,LC50,48,0.35
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,96,12.5
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,48,13.1
121755,Malathion,FISH,Jordanella floridae,NA,A,LC50,96,0.349
121755,Malathion,FISH,Jordanella floridae,NA,A,LC50,96,0.28
121755,Malathion,FISH,Jordanella floridae,NA,A,LC50,48,0.28
121755,Malathion,INVERT,Daphnia magna,NA,A,LC50,48,0.033
121755,Malathion,INVERT,Chironomus riparius,NA,A,LC50,96,0.44
121755,Malathion,INVERT,Anopheles quadrimaculatus,NA,A,LC50,48,0.069
121755,Malathion,FISH,Barbonymus gonionotus,NA,A,LC50,48,6.52
121755,Malathion,ALGAE,Anabaena flos-aquae,NA,A,EC50,144,129
121755,Malathion,ALGAE,Scenedesmus obtusiusculus,NA,C,EC10,144,37.3
121755,Malathion,ALGAE,Scenedesmus obtusiusculus,NA,A,EC50,144,55.4
121755,Malathion,ALGAE,Anabaena flos-aquae,NA,C,EC10,144,92.9
121755,Malathion,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,48,1.2
121755,Malathion,ALGAE,Raphidocelis subcapitata,NA,A,EC50,48,2.32
121755,Malathion,FISH,Aplocheilus lineatus,NA,A,LC50,96,0.975
121755,Malathion,FISH,Aplocheilus lineatus,NA,A,LC50,48,0.975
121755,Malathion,FISH,Macropodus cupanus,NA,A,LC50,48,4.59
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,0.138
121755,Malathion,FISH,Cyprinus carpio ssp. carpio,NA,A,LC50,48,0.138
121755,Malathion,FISH,Lepidocephalichthys thermalis,NA,A,LC50,48,17.7
121755,Malathion,FISH,Lepidocephalichthys thermalis,NA,A,LC50,96,13.8
121755,Malathion,FISH,Lepidocephalichthys thermalis,NA,A,LC50,72,16.5
121755,Malathion,INVERT,Eretes sticticus,NA,A,LC50,48,0.43
121755,Malathion,FISH,Salvelinus namaycush,NA,A,LC50,96,0.076
121755,Malathion,FISH,Salmo trutta,NA,A,LC50,96,0.101
121755,Malathion,FISH,Lepomis macrochirus,NA,A,LC50,96,0.103
121755,Malathion,FISH,Lepomis microlophus,NA,A,LC50,96,0.062
121755,Malathion,FISH,Stizostedion vitreum,NA,A,LC50,96,0.064
121755,Malathion,INVERT,Atherix variegata,NA,A,LC50,48,0.385
121755,Malathion,FISH,Carassius auratus,NA,A,LC50,96,10.7
121755,Malathion,FISH,Ictalurus melas,NA,A,LC50,96,12.9
121755,Malathion,FISH,Oncorhynchus kisutch,NA,A,LC50,96,0.17
121755,Malathion,FISH,Lepomis cyanellus,NA,A,LC50,96,0.175
121755,Malathion,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.2
121755,Malathion,FISH,Perca flavescens,NA,A,LC50,96,0.263
121755,Malathion,FISH,Oncorhynchus clarkii,NA,A,LC50,96,0.28
121755,Malathion,FISH,Micropterus salmoides,NA,A,LC50,96,0.285
121755,Malathion,FISH,Cyprinus carpio,NA,A,LC50,96,6.59
121755,Malathion,FISH,Pimephales promelas,NA,A,LC50,96,8.65
121755,Malathion,FISH,Ictalurus punctatus,NA,A,LC50,96,8.97
121755,Malathion,INVERT,Isoperla sp,NA,A,LC50,96,6.9e-4
121755,Malathion,INVERT,Daphnia magna,NA,A,EC50,48,0.001
121755,Malathion,INVERT,Limnephilus sp,NA,A,LC50,96,0.0013
121755,Malathion,INVERT,Hydropsyche sp,NA,A,LC50,96,0.005
121755,Malathion,INVERT,Lestes congener,NA,A,LC50,96,0.01
121755,Malathion,INVERT,Cypridopsis vidua,NA,A,EC50,48,0.047
121755,Malathion,INVERT,Chironomus tentans,NA,A,EC50,48,0.002
121755,Malathion,FISH,Oncorhynchus tshawytscha,NA,A,LC50,96,0.023
121755,Malathion,FISH,Oncorhynchus tshawytscha,NA,A,LC50,72,0.0236
121755,Malathion,FISH,Oncorhynchus tshawytscha,NA,A,LC50,48,0.0239
